Unnamed: 0,0,1,2,3,4,5,6
14,2,2757,510,-3741,-391,-2553,-1524
15,2,3703,1094,-3562,-103,-2684,-1586
16,2,3838,2069,-2996,189,-2914,-1540
17,2,3662,3547,-1894,382,-3196,-1375
18,2,3027,4363,-419,318,-3451,-1221
19,2,2009,3828,684,79,-3572,-1203
20,2,1334,3294,1498,-115,-3492,-1268
21,2,973,3214,1763,-263,-3314,-1419
22,2,1007,2729,1648,-355,-3098,-1651
23,2,994,2131,1296,-366,-2860,-1926
24,2,1208,1502,403,-297,-2624,-2207
25,2,1890,1353,-1047,-126,-2432,-2460
26,2,3103,1571,-2181,141,-2320,-2674
27,2,3949,2301,-2462,491,-2265,-2800
28,2,4415,3264,-2321,862,-2273,-2841
29,2,4546,4096,-1990,1197,-2359,-2798
30,2,4178,5045,-1451,1408,-2552,-2692
31,2,3507,5488,-490,1407,-2797,-2622
32,2,2954,5537,318,1277,-2945,-2546
33,2,2341,5233,1173,1062,-2949,-2526
34,2,1769,4779,1770,831,-2835,-2626
35,2,1457,4253,1851,676,-2652,-2817
36,2,1496,3491,1381,614,-2447,-3091
37,2,1745,2708,836,657,-2254,-3378
38,2,2219,2105,128,772,-2077,-3655
39,2,2940,1796,-705,964,-1905,-3904
40,2,3738,2132,-1803,1247,-1755,-4101
41,2,4432,2914,-2424,1580,-1685,-4217
42,2,4502,3899,-2228,1917,-1675,-4214
43,2,4422,4722,-1890,2255,-1749,-4115
44,2,4112,5701,-982,2521,-1917,-3969
45,2,3523,6311,-151,2586,-2126,-3853
46,2,2770,6249,496,2491,-2270,-3786
47,2,2054,6031,1179,2329,-2299,-3773
48,2,1561,5745,1924,2141,-2217,-3848
49,2,935,5336,2076,1972,-2053,-4005
50,2,856,4832,1827,1888,-1860,-4211
51,2,1167,4033,1167,1877,-1669,-4480
52,2,1815,3229,327,1975,-1486,-4757
53,2,2543,2870,-324,2160,-1315,-4979
54,2,3414,2752,-613,2369,-1142,-5135
55,2,4015,2879,-1150,2614,-957,-5249
56,2,4526,3334,-1757,2910,-843,-5353
57,2,4534,4292,-1702,3250,-810,-5347
58,2,4365,5115,-1154,3571,-845,-5234
59,2,3934,5806,-569,3798,-942,-5068
60,2,3174,6169,-240,3887,-1110,-4944
61,2,2264,6390,111,3869,-1288,-4873
62,2,1420,6320,574,3796,-1393,-4815
63,2,785,6099,855,3693,-1428,-4811
64,2,457,5831,994,3596,-1396,-4856
65,2,314,5584,1690,3500,-1298,-4950
66,2,108,5475,2095,3438,-1129,-5043
67,2,385,5028,2007,3374,-937,-5202
68,2,622,4308,1409,3343,-738,-5403
69,2,1026,3596,491,3401,-547,-5602
70,2,1871,3152,-302,3576,-346,-5757
71,2,2663,3238,-864,3835,-149,-5887
