Unnamed: 0,0,1,2,3,4,5,6
15,2,-3641,144,1250,-556,-4967,-901
16,2,-3165,158,460,-648,-4665,-927
17,2,-1629,-182,-1012,-748,-4403,-993
18,2,218,-1012,-2241,-801,-4253,-1099
19,2,1755,-1413,-3500,-781,-4224,-1108
20,2,2466,-1405,-3872,-744,-4384,-1137
21,2,1835,-1043,-3139,-659,-4660,-1076
22,2,417,-779,-1531,-598,-5027,-1071
23,2,-754,-775,-55,-569,-5369,-1057
24,2,-1449,-748,1042,-565,-5542,-1046
25,2,-1888,-570,1629,-569,-5548,-1059
26,2,-2461,-566,1970,-593,-5433,-1073
27,2,-3130,-185,2082,-608,-5216,-1051
28,2,-3192,-76,1420,-674,-4908,-1022
29,2,-2274,-254,326,-755,-4626,-1072
30,2,-662,-684,-932,-810,-4390,-1135
31,2,1198,-1322,-2043,-837,-4249,-1194
32,2,2513,-1588,-2615,-815,-4232,-1225
33,2,3093,-1528,-3010,-767,-4332,-1195
34,2,2898,-1112,-2325,-702,-4518,-1150
35,2,2156,-752,-1461,-597,-4779,-1072
36,2,914,-220,-701,-487,-5093,-1082
37,2,-222,145,514,-442,-5367,-1086
38,2,-762,17,1025,-472,-5492,-1109
39,2,-1327,-49,1359,-467,-5504,-1130
40,2,-2097,-76,1765,-482,-5397,-1157
41,2,-2869,-105,1874,-492,-5200,-1166
42,2,-3105,28,1440,-516,-4924,-1114
43,2,-2371,110,345,-585,-4638,-1136
44,2,-742,-450,-1171,-672,-4408,-1211
45,2,1040,-1021,-2425,-691,-4280,-1255
46,2,2312,-1280,-3320,-663,-4304,-1263
47,2,2646,-1138,-2953,-607,-4458,-1228
48,2,2019,-772,-2304,-549,-4698,-1183
49,2,912,-542,-1729,-500,-5006,-1178
50,2,-192,-170,-589,-452,-5323,-1140
51,2,-1022,120,443,-413,-5540,-1114
52,2,-1376,288,1060,-419,-5601,-1104
53,2,-1946,438,1430,-433,-5511,-1079
54,2,-2691,431,1567,-468,-5329,-1072
55,2,-2958,757,1167,-524,-5079,-1047
56,2,-2400,543,284,-616,-4813,-1088
57,2,-979,-53,-823,-680,-4596,-1150
58,2,528,-578,-1670,-683,-4459,-1185
59,2,1874,-939,-2450,-672,-4418,-1213
60,2,2653,-1016,-2775,-644,-4487,-1228
61,2,2521,-840,-2255,-589,-4660,-1212
62,2,1770,-550,-1432,-537,-4915,-1231
63,2,680,-231,-847,-475,-5194,-1221
64,2,-325,-229,237,-460,-5453,-1264
65,2,-1047,-198,1049,-447,-5578,-1263
66,2,-1394,-109,972,-452,-5563,-1240
