Unnamed: 0,0,1,2,3,4,5,6
15,2,4236,-1995,-4167,-34,-2409,-1682
16,2,5960,-1840,-4882,13,-2321,-1713
17,2,7089,-1602,-5263,52,-2260,-1714
18,2,8085,-1400,-5532,63,-2231,-1718
19,2,8810,-1433,-5281,-66,-2529,-1782
20,2,8021,-1609,-4519,-210,-2881,-1838
21,2,6480,-2125,-3638,-386,-3294,-1859
22,2,4491,-2445,-2734,-535,-3717,-1812
23,2,2525,-2651,-1617,-639,-4043,-1752
24,2,975,-2565,-891,-670,-4185,-1674
25,2,77,-2433,-768,-674,-4217,-1671
26,2,-508,-2086,-911,-664,-4236,-1684
27,2,-920,-1885,-1058,-669,-4255,-1705
28,2,-1197,-1778,-1223,-676,-4272,-1724
29,2,-1433,-1681,-1286,-681,-4300,-1738
30,2,-1585,-1610,-1300,-685,-4326,-1755
31,2,-1690,-1547,-1346,-688,-4347,-1772
32,2,-1796,-1517,-1286,-697,-4372,-1793
33,2,-2085,-1625,-537,-698,-4349,-1824
34,2,-2599,-1811,273,-642,-4100,-1889
35,2,-2553,-1737,502,-529,-3633,-1943
36,2,-1290,-1730,-163,-404,-3097,-1963
37,2,518,-1774,-1098,-304,-2619,-1986
38,2,2477,-1619,-2544,-202,-2224,-2006
39,2,4451,-1170,-3935,-115,-1970,-2001
40,2,5924,-858,-4797,-91,-1868,-2006
41,2,7026,-792,-5262,-95,-1817,-2037
42,2,7877,-787,-5494,-98,-1829,-2072
43,2,8333,-691,-5780,-138,-1999,-2146
44,2,7998,-595,-5283,-243,-2347,-2201
45,2,6269,-926,-4650,-435,-2881,-2258
46,2,3780,-1445,-3253,-654,-3526,-2235
47,2,1490,-1699,-1471,-770,-3879,-2171
48,2,135,-1710,-965,-777,-3952,-2120
49,2,-572,-1574,-1063,-764,-3975,-2129
50,2,-1035,-1296,-1421,-730,-3989,-2112
51,2,-1451,-1144,-1529,-735,-4019,-2131
52,2,-1713,-1093,-1601,-744,-4041,-2141
53,2,-1892,-1060,-1610,-743,-4067,-2145
54,2,-2014,-978,-1627,-745,-4088,-2157
55,2,-2115,-960,-1537,-753,-4098,-2168
56,2,-2369,-1021,-924,-757,-4065,-2196
57,2,-2858,-1213,-79,-724,-3865,-2236
58,2,-3073,-1294,403,-610,-3435,-2296
59,2,-2253,-1212,-2,-472,-2902,-2348
60,2,-401,-1089,-1511,-340,-2383,-2353
61,2,2000,-893,-2929,-265,-2026,-2403
62,2,4111,-731,-4134,-232,-1880,-2464
63,2,5595,-747,-4626,-228,-1829,-2487
64,2,6711,-796,-4820,-235,-1856,-2489
65,2,7194,-824,-4702,-277,-2027,-2495
66,2,6776,-1016,-4248,-376,-2383,-2509
