timestamp,packet_type,dancer_id,Ax,Ay,Az,Rx,Ry,Rz,start_flag,prediction,confidence
1635327778.1891427,D,3,1871,4556,4761,2696,-8197,3816,N,,
1635327778.3242028,D,3,1352,3629,2968,2324,-7748,3869,N,,
1635327778.414206,D,3,2258,2124,554,1985,-7368,3957,N,,
1635327778.459075,D,3,4043,-284,-1748,1748,-7154,3964,N,,
1635327778.5942266,D,3,5503,-1658,-3178,1810,-7193,3951,N,,
1635327778.7742002,D,3,5748,-1528,-3036,2095,-7487,3897,N,,
1635327778.8190765,D,3,5358,-799,-2042,2410,-7838,3812,N,,
1635327778.9091694,D,3,4225,465,-553,2755,-8116,3863,N,,
1635327778.9991627,D,3,3765,2129,1213,3009,-8275,3941,N,,
1635327779.0899909,D,3,3523,3433,2530,3021,-8259,3983,N,,
1635327779.1790915,D,3,3197,4405,3401,2844,-8081,4026,N,,
1635327779.3140209,D,3,2265,4407,3898,2458,-7737,3992,N,,
1635327779.4041462,D,3,2044,3402,2325,2154,-7348,4028,N,,
1635327779.4945452,D,3,2905,2085,193,1853,-6999,4050,N,,
1635327779.6291828,D,3,4441,163,-1788,1645,-6743,4140,N,,
1635327779.7190847,D,3,5840,-1471,-3207,1604,-6725,4141,N,,
1635327779.8091812,D,3,6273,-1892,-3597,1802,-6948,4118,N,,
1635327779.8990827,D,3,5484,-1005,-2384,2166,-7344,4108,N,,
1635327779.9891787,D,3,4160,129,-917,2522,-7674,4128,N,,
1635327780.0795658,D,3,3367,1526,623,2780,-7900,4174,N,,
1635327780.1691842,D,3,3010,2730,2017,2878,-7966,4204,N,,
1635327780.3492029,D,3,2610,3308,2812,2767,-7851,4230,N,,
1635327780.439186,D,3,1943,4024,3754,2480,-7603,4158,N,,
1635327780.484055,D,3,964,3637,3310,2113,-7195,4092,N,,
1635327780.5741885,D,3,1377,2474,1353,1813,-6786,4109,N,,
1635327780.6641808,D,3,2647,695,-843,1539,-6447,4103,N,,
1635327780.7990541,D,3,4604,-894,-2552,1445,-6279,4142,N,,
1635327780.9341526,D,3,5808,-2034,-3667,1477,-6341,4137,N,,
1635327780.9789424,D,3,5901,-2239,-3683,1675,-6613,4104,N,,
1635327781.0691476,D,3,5030,-1194,-2192,2039,-7007,4126,N,,
1635327781.159143,D,3,4094,65,-489,2353,-7303,4202,N,,
1635327781.2942004,D,3,3548,1458,1284,2531,-7493,4243,N,,
1635327781.3841453,D,3,3225,2448,2467,2580,-7497,4304,N,,
1635327781.5196493,D,3,2799,3055,3232,2469,-7350,4326,N,,
1635327781.6091657,D,3,2197,3383,3702,2211,-7062,4285,N,,
1635327781.6541715,D,3,1640,3135,3029,1906,-6682,4240,N,,
1635327781.7891655,D,3,1997,1797,816,1623,-6300,4248,N,,
1635327781.9239733,D,3,3486,363,-1115,1375,-6020,4216,N,,
1635327782.0590653,D,3,5154,-1466,-2642,1279,-5880,4240,N,,
1635327782.1041117,D,3,6202,-2269,-3476,1327,-5962,4206,N,,
1635327782.2391715,D,3,6190,-2151,-3137,1534,-6239,4198,N,,
1635327782.284131,D,3,5147,-945,-1675,1875,-6577,4249,N,,
1635327782.419588,D,3,4037,128,-726,2167,-6861,4347,N,,
1635327782.509167,D,3,2987,735,693,2364,-7134,4333,N,,
1635327782.5989668,D,3,2137,1223,1433,2500,-7267,4322,N,,
1635327782.6891682,D,3,1838,1089,724,2606,-7313,4340,N,,
1635327782.7791662,D,3,1625,1082,-68,2696,-7338,4390,N,,
1635327783.0040092,D,3,1230,670,-654,2711,-7414,4362,N,,
1635327783.004838,D,3,932,312,-1126,2812,-7494,4374,N,,
1635327783.1396418,D,3,631,103,-1450,2957,-7576,4408,N,,
1635327783.1841395,D,3,384,-124,-1744,3098,-7647,4469,N,,
1635327783.2742095,D,3,235,-265,-2199,3244,-7704,4579,N,,
1635327783.409159,D,3,125,-373,-2529,3377,-7759,4679,N,,
1635327783.4990637,D,3,14,-446,-2780,3470,-7796,4762,N,,
1635327783.589629,D,3,-57,-695,-3180,3478,-7818,4771,N,,
1635327783.6791933,D,3,-142,-925,-3410,3476,-7853,4749,N,,
1635327783.7691061,D,3,-201,-1043,-3595,3479,-7883,4736,N,,
1635327783.904064,D,3,-206,-1116,-3734,3497,-7911,4743,N,dab,0.9348569912681853
1635327783.994141,D,3,-225,-1115,-3809,3513,-7940,4746,N,,
1635327784.0846174,D,3,-232,-1193,-3841,3519,-7970,4741,N,,
1635327784.1742015,D,3,-228,-1243,-3871,3529,-8001,4735,N,,
1635327784.2641907,D,3,-222,-1262,-3886,3548,-8032,4735,N,,
1635327784.3990796,D,3,-203,-1257,-3884,3565,-8060,4741,N,,
1635327784.5340028,D,3,-200,-1260,-3871,3588,-8088,4750,N,,
1635327784.579078,D,3,-174,-1260,-3842,3609,-8119,4752,N,,
1635327784.6692975,D,3,-167,-1280,-3831,3626,-8150,4754,N,,
1635327784.759055,D,3,-146,-1280,-3808,3650,-8181,4758,N,,
1635327784.9841275,D,3,-121,-1294,-3770,3674,-8238,4756,N,,
1635327785.1191921,D,3,-106,-1326,-3744,3695,-8268,4755,N,,
1635327785.2091932,D,3,-87,-1328,-3741,3717,-8298,4760,N,,
1635327785.2990448,D,3,-74,-1351,-3727,3741,-8327,4770,N,,
1635327785.3891704,D,3,-67,-1342,-3694,3768,-8356,4780,N,,
1635327785.5241725,D,3,-55,-1316,-3687,3793,-8384,4791,N,,
1635327785.6141465,D,3,-40,-1314,-3673,3816,-8413,4797,N,,
1635327785.7491622,D,3,-23,-1298,-3647,3839,-8442,4800,N,,
1635327785.7941508,D,3,-7,-1283,-3641,3855,-8469,4804,N,,
1635327785.8841808,D,3,0,-1306,-3630,3874,-8498,4807,N,,
1635327788.711251,D,3,2530,4291,3846,3395,-7799,4266,S,,
1635327788.7193105,D,3,1261,4273,4117,2978,-7383,4185,N,,
1635327788.8091595,D,3,1058,2995,1474,2626,-6917,4257,N,,
1635327788.8990803,D,3,2505,938,-991,2264,-6555,4257,N,,
1635327789.1245258,D,3,4448,-1319,-3180,2117,-6379,4290,N,,
1635327789.1250362,D,3,5639,-2579,-4186,2209,-6486,4284,N,,
1635327789.2146502,D,3,5519,-2478,-4116,2522,-6823,4298,N,,
1635327789.3041646,D,3,4571,-1018,-2242,3015,-7252,4338,N,,
1635327789.394217,D,3,3648,836,-524,3382,-7568,4383,N,,
1635327789.4841745,D,3,3330,2684,1314,3573,-7722,4434,N,,
1635327789.619127,D,3,3106,3586,2565,3548,-7670,4491,N,,
1635327789.7541895,D,3,2581,4448,3445,3329,-7469,4492,N,,
1635327789.7990606,D,3,1515,4836,3924,2929,-7088,4446,N,,
1635327789.889202,D,3,806,3198,1677,2560,-6618,4476,N,,
1635327790.0246859,D,3,2199,1119,-831,2212,-6247,4520,N,,
1635327790.1142118,D,3,4085,-1156,-2540,2019,-6059,4525,N,,
1635327790.2041705,D,3,5469,-2599,-3673,2096,-6126,4501,N,,
1635327790.339201,D,3,5480,-2694,-4026,2381,-6412,4489,N,,
1635327790.3841558,D,3,4228,-1232,-2764,2869,-6891,4482,N,,
1635327790.5190923,D,3,3031,179,-1263,3268,-7253,4523,N,,
1635327790.609095,D,3,2639,2113,502,3522,-7460,4602,N,,
1635327790.7441516,D,3,2398,3478,1864,3552,-7449,4674,N,,
1635327790.7891881,D,3,1969,4677,3130,3334,-7267,4665,N,,
1635327790.9697444,D,3,570,4814,3500,2909,-6886,4559,N,,
1635327790.9702265,D,3,24,3600,1570,2560,-6448,4545,N,,
1635327791.1041756,D,3,1226,1636,-655,2207,-6061,4548,N,,
1635327791.239197,D,3,3203,-687,-2803,2000,-5846,4511,N,,
1635327791.2839582,D,3,4714,-2037,-4018,2035,-5863,4519,N,,
1635327791.374204,D,3,5032,-2347,-4215,2249,-6119,4518,N,,
1635327791.4641929,D,3,4408,-1422,-2911,2652,-6534,4578,N,,
1635327791.5990994,D,3,3613,198,-1009,2981,-6846,4656,N,,
1635327791.7341979,D,3,3172,1714,753,3209,-7030,4732,N,,
1635327791.8241904,D,3,3027,2900,2030,3247,-7037,4794,N,,
1635327791.914162,D,3,2637,3909,3056,3099,-6882,4809,N,,
1635327792.0041509,D,3,1514,4481,3840,2729,-6540,4696,N,,
1635327792.0941737,D,3,787,3176,1975,2386,-6116,4638,N,,
1635327792.2296627,D,3,1765,1387,-380,2072,-5732,4632,N,,
1635327792.454117,D,3,3444,-718,-2381,1866,-5493,4611,N,,
1635327792.4549704,D,3,4914,-2312,-3866,1881,-5499,4612,N,,
1635327792.498912,D,3,5273,-2696,-4057,2074,-5749,4597,N,,
1635327792.5891805,D,3,4266,-1773,-3025,2461,-6180,4651,N,,
1635327792.7241251,D,3,2962,-274,-1373,2827,-6555,4717,N,,
1635327792.8591075,D,3,2389,1617,504,3111,-6797,4844,N,,
1635327792.9041545,D,3,2252,2782,1908,3180,-6830,4926,N,,
1635327792.994215,D,3,1735,3662,2888,3029,-6685,4916,N,,
1635327793.0841768,D,3,552,4480,4043,2669,-6358,4785,N,,
1635327793.2195902,D,3,-633,3496,2367,2331,-5913,4691,N,,
1635327793.3096488,D,3,215,1560,-60,2039,-5517,4649,N,,
1635327793.3991103,D,3,1983,-457,-2151,1828,-5245,4623,N,,
1635327793.4891806,D,3,4014,-2055,-3836,1774,-5153,4662,N,,
1635327793.623883,D,3,5146,-2896,-4350,1844,-5293,4649,N,,
1635327793.714214,D,3,5224,-2682,-3596,2107,-5598,4735,N,,
1635327793.8040912,D,3,4120,-1227,-1745,2467,-6004,4766,N,,
1635327793.89421,D,3,3056,-53,-620,2764,-6290,4869,N,,
1635327793.9841895,D,3,2432,1451,888,2987,-6504,4942,N,,
1635327794.074661,D,3,2188,2696,2055,3039,-6511,5019,N,,
1635327794.164199,D,3,1659,3577,3060,2908,-6354,5021,N,,
1635327794.3446496,D,3,435,3973,3716,2572,-6009,4902,N,,
1635327794.4341948,D,3,-330,3107,2049,2264,-5589,4824,N,,
1635327794.479111,D,3,419,1749,-75,1960,-5191,4821,N,,
1635327794.6142228,D,3,2352,-743,-2461,1699,-4890,4792,N,,
1635327794.79416,D,3,4230,-2264,-4078,1675,-4839,4794,N,,
1635327794.8390887,D,3,5037,-2999,-4623,1805,-5024,4800,N,,
1635327794.9742036,D,3,4332,-2611,-4405,2103,-5413,4856,N,,
1635327795.0190828,D,3,3147,-1370,-2615,2465,-5852,4928,N,,
1635327795.109194,D,3,1947,359,-348,2753,-6185,5024,N,,
1635327795.199605,D,3,1545,1816,1168,2924,-6341,5120,N,,
1635327795.334135,D,3,1339,2549,2319,2904,-6305,5136,N,,
1635327795.4691842,D,3,689,3513,3484,2707,-6088,5095,N,,
1635327795.514097,D,3,-541,3526,3615,2372,-5716,4949,N,,
1635327795.6041427,D,3,-866,2194,1509,2096,-5297,4895,N,,
1635327795.8290792,D,3,478,446,-1013,1833,-4940,4860,N,,
1635327795.8295672,D,3,2559,-1383,-3021,1675,-4734,4859,N,,
1635327795.9195662,D,3,4154,-2560,-4116,1703,-4770,4882,N,,
1635327796.0541933,D,3,4618,-3018,-3894,1854,-5001,4884,N,,
1635327796.0990744,D,3,4102,-2157,-2759,2144,-5362,4928,N,,
1635327796.1892025,D,3,3149,-1211,-1574,2429,-5671,5051,N,,
1635327796.3241649,D,3,2343,159,-83,2656,-5915,5141,N,,
1635327796.4141881,D,3,2019,1691,1373,2779,-6012,5220,N,,
1635327796.504071,D,3,1696,2342,2133,2735,-5935,5249,N,dab,0.9348569912681853
1635327796.639173,D,3,1230,3550,3171,2531,-5725,5181,N,,
1635327796.7291942,D,3,47,3341,3312,2194,-5345,5004,N,,
1635327796.7741756,D,3,9,1907,718,1937,-4931,4959,N,,
1635327796.9095473,D,3,1413,-11,-1581,1674,-4606,4902,N,,
1635327797.0441904,D,3,3210,-1712,-3131,1565,-4450,4896,N,,
1635327797.1790829,D,3,4410,-2919,-3921,1595,-4502,4896,N,,
1635327797.1795835,D,3,4753,-2987,-3774,1816,-4759,4945,N,,
1635327797.2691836,D,3,4112,-1744,-2370,2131,-5135,5013,N,,
1635327797.4046319,D,3,2971,-888,-1551,2396,-5432,5092,N,,
1635327797.494216,D,3,1980,117,-340,2633,-5722,5139,N,,
1635327797.5841622,D,3,1037,431,192,2779,-5948,5138,N,,
1635327797.6740172,D,3,626,206,407,2865,-6105,5086,N,,
1635327797.7642689,D,3,155,2,-34,2964,-6157,5103,N,,
1635327797.944093,D,3,-27,-429,-1010,3030,-6191,5116,N,,
1635327798.0342007,D,3,-166,-674,-1844,3137,-6243,5171,N,,
1635327798.1241615,D,3,-378,-864,-2249,3233,-6317,5231,N,,
1635327798.2142088,D,3,-559,-1035,-2537,3330,-6395,5289,N,,
1635327798.3041487,D,3,-688,-1312,-2639,3425,-6444,5409,N,,
1635327798.439193,D,3,-747,-1300,-2832,3510,-6471,5505,N,,
1635327798.5742037,D,3,-791,-1418,-3244,3515,-6503,5490,N,,
1635327798.61894,D,3,-892,-1636,-3486,3528,-6539,5481,N,,
1635327798.7091913,D,3,-924,-1730,-3668,3555,-6575,5483,N,,
1635327798.798994,D,3,-928,-1741,-3782,3584,-6610,5493,N,,
1635327798.9341722,D,3,-935,-1813,-3841,3608,-6644,5493,N,,
1635327799.0241578,D,3,-919,-1838,-3863,3633,-6679,5492,N,,
1635327799.114156,D,3,-899,-1568,-3646,3629,-6708,5463,N,,
1635327799.204158,D,3,-955,-1521,-3689,3563,-6706,5392,N,,
1635327799.29421,D,3,-839,-1503,-3403,3512,-6699,5368,N,,
1635327799.4292078,D,3,-1064,-337,-1830,3463,-6642,5374,N,,
1635327799.5191317,D,3,-1953,834,-204,3199,-6417,5311,N,,
1635327799.6092043,D,3,-3354,1711,820,2821,-6070,5099,N,,
1635327799.6990902,D,3,-4116,718,-533,2512,-5606,4932,N,,
1635327799.8340244,D,3,-2322,-746,-2714,2259,-5205,4894,N,,
1635327799.924177,D,3,212,-2375,-4385,2121,-4935,4970,N,,
1635327800.0141904,D,3,2161,-3477,-5597,2179,-4940,5076,N,,
1635327800.1041741,D,3,2742,-3206,-5042,2436,-5266,5161,N,,
1635327800.1942213,D,3,2437,-1809,-3089,2791,-5696,5210,N,,
1635327800.2842028,D,3,1743,-388,-1076,3082,-6026,5262,N,,
1635327800.3742244,D,3,1482,794,502,3248,-6187,5338,N,,
1635327800.5091853,D,3,1472,1926,1774,3270,-6185,5365,N,,
1635327800.5989745,D,3,1041,3221,3109,3114,-6015,5321,N,,
1635327800.6889384,D,3,-253,3228,3568,2798,-5638,5165,N,,
1635327800.8241787,D,3,-850,2084,1302,2473,-5213,4991,N,,
1635327800.8691838,D,3,612,445,-1324,2243,-4865,4960,N,,
1635327801.0489526,D,3,2606,-1293,-3206,2127,-4669,5014,N,,
1635327801.1841397,D,3,4277,-2580,-4176,2139,-4681,5084,N,,
1635327801.3190591,D,3,4521,-2757,-4451,2355,-4941,5156,N,,
1635327801.3198957,D,3,3759,-1862,-3001,2678,-5344,5222,N,,
1635327801.4091742,D,3,2686,-563,-1071,2978,-5694,5289,N,,
1635327801.544104,D,3,2058,857,467,3197,-5908,5390,N,,
1635327801.6340163,D,3,1897,2378,1921,3239,-5933,5437,N,,
1635327801.723912,D,3,1263,3377,3214,3073,-5750,5422,N,,
1635327801.8141713,D,3,278,3678,3360,2782,-5413,5360,N,,
1635327801.9046245,D,3,-325,2583,1462,2456,-5003,5277,N,,
1635327802.039097,D,3,668,820,-783,2157,-4642,5242,N,,
1635327802.1291974,D,3,2456,-1395,-2875,1967,-4432,5196,N,,
1635327802.2196033,D,3,4038,-2726,-3986,1960,-4442,5184,N,,
1635327802.3089983,D,3,4531,-3142,-4008,2117,-4661,5199,N,,
1635327802.399652,D,3,4180,-2258,-2885,2427,-5029,5302,N,,
1635327802.4892101,D,3,3161,-1053,-1530,2716,-5375,5392,N,,
1635327802.6246974,D,3,2347,225,-48,2938,-5611,5496,N,,
1635327802.7142227,D,3,2075,1540,1384,3035,-5696,5559,N,,
1635327802.8490496,D,3,1681,2325,2413,2959,-5608,5544,N,,
1635327802.8942316,D,3,750,3125,3393,2726,-5351,5433,N,,
1635327803.0292122,D,3,-346,2603,2655,2443,-4970,5288,N,,
1635327803.1191158,D,3,106,1216,164,2200,-4566,5269,N,,
1635327803.2091522,D,3,1644,-577,-1957,1986,-4296,5231,N,,
1635327803.34418,D,3,3587,-2521,-3667,1899,-4179,5247,N,,
1635327803.3891885,D,3,4438,-3166,-4160,2010,-4319,5230,N,,
1635327803.4796076,D,3,4342,-2724,-3493,2254,-4635,5268,N,,
1635327803.6139636,D,3,3454,-1928,-2607,2522,-4976,5341,N,,
1635327803.7491822,D,3,2471,-513,-1222,2782,-5279,5444,N,,
1635327803.7958295,D,3,1814,789,326,2979,-5473,5547,N,,
1635327803.884169,D,3,1481,1658,1501,3027,-5510,5588,N,,
1635327804.0191813,D,3,1069,2663,2296,2925,-5375,5590,N,,
1635327804.1092014,D,3,-193,3055,2884,2667,-5086,5460,N,,
1635327804.1991158,D,3,-894,2108,1528,2392,-4692,5379,N,,
1635327804.3341315,D,3,-66,720,-564,2135,-4312,5353,N,,
1635327804.4241686,D,3,1730,-918,-2544,1923,-4044,5325,N,,
1635327804.559621,D,3,3332,-2351,-3981,1860,-3983,5340,N,dab,0.9348569912681853
1635327804.6489592,D,3,4014,-2935,-4328,1971,-4171,5344,N,,
1635327804.739007,D,3,3611,-2630,-3309,2241,-4534,5411,N,,
1635327804.8292065,D,3,2514,-1173,-1776,2581,-4919,5514,N,,
1635327804.9191065,D,3,1647,292,-402,2825,-5205,5616,N,,
1635327805.054184,D,3,1344,1354,1119,2938,-5346,5646,N,,
1635327805.0990512,D,3,987,2055,1928,2910,-5297,5655,N,,
1635327805.2345467,D,3,390,3176,3036,2749,-5099,5606,N,,
1635327805.4140844,D,3,-785,2864,3092,2446,-4743,5411,N,,
1635327805.4591126,D,3,-972,1763,935,2215,-4343,5356,N,,
1635327805.5940173,D,3,405,140,-1314,1944,-3997,5315,N,,
1635327805.5949051,D,3,2330,-1731,-3044,1783,-3804,5277,N,,
1635327805.7292151,D,3,3756,-2964,-4005,1777,-3807,5294,N,,
1635327805.8643227,D,3,4224,-3441,-4366,1889,-4006,5316,N,,
1635327805.9091988,D,3,3649,-3141,-3288,2138,-4381,5384,N,,
1635327805.9991157,D,3,2443,-2261,-2123,2439,-4782,5485,N,,
1635327806.0892158,D,3,1072,-1314,-472,2672,-5121,5539,N,,
1635327806.2246983,D,3,351,-760,464,2843,-5351,5576,N,,
1635327806.3142326,D,3,-142,-842,286,2960,-5490,5561,N,,
1635327806.404175,D,3,-474,-1083,-470,3083,-5583,5587,N,,
1635327806.4942362,D,3,-671,-1266,-1274,3227,-5661,5671,N,,
1635327806.5841072,D,3,-866,-1288,-1915,3374,-5750,5771,N,,
1635327806.7192297,D,3,-1008,-1502,-2318,3491,-5829,5877,N,,
1635327806.8092153,D,3,-1088,-1509,-2372,3578,-5886,5976,N,,
1635327806.8990445,D,3,-1110,-1389,-2317,3580,-5892,6002,N,,
1635327806.9892027,D,3,-1204,-566,-1833,3503,-5853,5936,N,,
1635327807.0791905,D,3,-1930,563,-1186,3285,-5708,5849,N,,
1635327807.3040605,D,3,-3460,1300,645,2949,-5446,5627,N,,
1635327807.3048718,D,3,-5086,341,72,2659,-5023,5361,N,,
1635327807.5290709,D,3,-4347,-600,-1788,2445,-4554,5378,N,,
1635327807.529918,D,3,-1788,-2124,-3610,2197,-4186,5395,N,,
1635327807.6192133,D,3,748,-3340,-4958,2081,-4031,5405,N,,
1635327807.8896239,D,3,3198,-3799,-4794,2348,-4443,5526,N,,
