timestamp,packet_type,dancer_id,Ax,Ay,Az,Rx,Ry,Rz,start_flag,prediction,confidence
1635313216.9508173,D,2,8092,3316,2033,-9411,12626,10614,N,,
1635313216.9960425,D,2,8286,2698,1539,-9286,12372,11198,N,,
1635313217.085863,D,2,8519,4435,1459,-9070,11891,12071,N,,
1635313217.1758711,D,2,8615,6710,3313,-9076,11752,12423,N,,
1635313217.4007733,D,2,8603,6514,3180,-9084,11967,12353,N,,
1635313217.4458675,D,2,8596,4689,2457,-8984,12130,12375,N,,
1635313217.5358171,D,2,8668,3297,1421,-8811,11989,12711,N,,
1635313217.5808563,D,2,8541,4144,861,-8613,11690,13031,N,,
1635313217.7607677,D,2,8619,4869,1128,-8587,11695,12979,N,,
1635313217.7613258,D,2,8598,4655,480,-8728,11953,12666,N,,
1635313217.8957703,D,2,8572,3459,914,-9060,12192,12308,N,,
1635313217.9857693,D,2,8609,2572,1496,-9282,12173,12165,N,,
1635313218.1207557,D,2,8723,4116,1947,-9118,11867,12232,N,,
1635313218.1657557,D,2,8757,6590,2745,-8992,11812,12001,N,,
1635313218.3007565,D,2,8674,6855,2099,-9082,12132,11335,N,,
1635313218.3907557,D,2,8597,5588,1792,-9161,12445,10668,N,,
1635313218.48075,D,2,8610,4449,1521,-9019,12419,10653,N,,
1635313218.5713284,D,2,7858,3820,1565,-8688,12182,10868,N,,
1635313218.660747,D,2,7502,4417,2139,-8736,12159,10909,N,,
1635313218.7957442,D,2,7638,4160,2128,-8895,12381,10548,N,,
1635313218.8407452,D,2,7875,3089,1821,-9085,12487,10460,N,,
1635313219.0213253,D,2,8129,2239,1818,-9041,12270,10990,N,,
1635313219.1107454,D,2,8420,4288,1738,-8862,11773,11945,N,,
1635313219.2007413,D,2,8562,6333,3209,-8909,11658,12346,N,,
1635313219.2907436,D,2,8585,6179,3311,-8789,11827,12279,N,,
1635313219.4257421,D,2,8620,4260,2909,-8396,11897,12266,N,,
1635313219.515741,D,2,8722,3199,1825,-8224,11704,12675,N,,
1635313219.7857354,D,2,8635,4095,913,-8278,11418,13143,N,,
1635313219.786298,D,2,8710,4654,866,-8282,11433,13119,N,,
1635313219.830737,D,2,8687,4587,355,-8370,11677,12782,N,,
1635313219.8757374,D,2,8659,3391,1114,-8603,11901,12357,N,,
1635313220.0107336,D,2,8701,2889,2039,-8793,11864,12210,N,jamesbond,0.993136161743695
1635313220.1008534,D,2,8792,3001,2327,-8623,11580,12303,N,,
1635313220.235863,D,2,7836,2924,2162,-8193,11179,12476,N,,
1635313220.280852,D,2,5859,3015,1595,-7762,10726,12744,N,,
1635313220.3708518,D,2,4160,2704,1057,-7413,10335,12969,N,,
1635313220.5058596,D,2,3432,2060,627,-7270,10203,13026,N,,
1635313220.5964363,D,2,3066,1535,314,-7411,10225,13111,N,,
1635313220.6863081,D,2,2826,1133,77,-7613,10256,13231,N,,
1635313220.8207283,D,2,2559,811,-26,-7750,10298,13288,N,,
1635313220.8657289,D,2,2397,489,-39,-7818,10354,13278,N,,
1635313221.0007303,D,2,2295,234,-58,-7859,10389,13273,N,,
1635313221.2257717,D,2,2209,91,-124,-7890,10402,13291,N,,
1635313221.226372,D,2,2140,6,-217,-7907,10400,13318,N,,
1635313221.2708545,D,2,2089,-22,-287,-7926,10399,13343,N,,
1635313221.3607469,D,2,2053,-40,-326,-7968,10409,13372,N,,
1635313221.5857975,D,2,2002,-112,-288,-8043,10450,13396,N,,
1635313221.675798,D,2,1977,-147,-268,-8076,10471,13405,N,,
1635313221.7657976,D,2,1965,-179,-267,-8110,10490,13417,N,,
1635313221.900797,D,2,1953,-186,-262,-8144,10504,13435,N,,
1635313221.9463582,D,2,1958,-172,-242,-8177,10516,13452,N,,
1635313222.0813656,D,2,1954,-151,-212,-8212,10529,13471,N,,
1635313222.170791,D,2,1941,-139,-192,-8244,10542,13488,N,,
1635313222.260788,D,2,1954,-128,-178,-8278,10554,13505,N,,
1635313222.4413707,D,2,1939,-119,-173,-8305,10569,13516,N,,
1635313222.5308008,D,2,1936,-122,-171,-8338,10583,13530,N,,
1635313222.6213672,D,2,1929,-145,-166,-8365,10597,13542,N,,
1635313222.7113686,D,2,1912,-149,-148,-8390,10607,13554,N,,
1635313222.8907242,D,2,1914,-137,-142,-8418,10618,13568,N,,
1635313222.8917186,D,2,1909,-124,-140,-8449,10630,13584,N,,
1635313222.9808319,D,2,1908,-108,-147,-8481,10644,13599,N,,
1635313223.160837,D,2,1893,-104,-137,-8508,10658,13610,N,,
1635313223.2058249,D,2,1885,-98,-136,-8539,10674,13620,N,,
1635313229.5043385,D,2,-1373,4131,5204,-8411,11814,12931,S,,
1635313229.5062225,D,2,-1182,1768,5328,-6199,11526,12696,N,,
1635313229.6413074,D,2,-1225,2208,2601,-5008,10814,13180,N,,
1635313229.7312434,D,2,1614,3042,-720,-6014,10590,13835,N,,
1635313229.8213212,D,2,3543,1645,-1878,-6626,10829,13920,N,,
1635313230.001667,D,2,4553,665,-2116,-7383,11173,13830,N,,
1635313230.002231,D,2,4428,175,-1267,-8197,11463,13623,N,,
1635313230.0912375,D,2,2951,1503,94,-8795,11345,13616,N,,
1635313230.1813142,D,2,843,3986,3404,-8614,10789,13777,N,,
1635313230.3612974,D,2,1167,5980,6526,-8289,10556,13672,N,,
1635313230.4512997,D,2,1153,7641,6756,-8574,10874,13624,N,,
1635313230.4962947,D,2,623,8719,4941,-9486,11418,13879,N,,
1635313230.6767113,D,2,1475,8000,3303,-10732,12043,14278,N,,
1635313230.7213058,D,2,3105,4710,3700,-11605,12605,14374,N,,
1635313230.8112848,D,2,4496,650,4166,-11767,12858,14100,N,,
1635313230.9012907,D,2,5613,-585,3465,-11299,12651,13877,N,,
1635313231.0812888,D,2,6346,20,2652,-10661,12229,13841,N,,
1635313231.126226,D,2,6210,906,1600,-10024,11666,13982,N,,
1635313231.1713347,D,2,4985,2934,1130,-9253,10886,14181,N,,
1635313231.3962257,D,2,3940,5040,2740,-8201,10207,13981,N,,
1635313231.3965902,D,2,2184,6584,4922,-6976,10234,13095,N,,
1635313231.486285,D,2,1045,6848,5402,-6064,10567,12361,N,,
1635313231.6212234,D,2,1252,3878,5034,-3718,10563,11715,N,,
1635313231.7112837,D,2,-253,1541,3676,-1276,9997,11750,N,,
1635313231.756282,D,2,1878,2709,170,-1803,9545,12581,N,,
1635313231.981641,D,2,3934,2504,-1768,-2320,9583,12865,N,,
1635313231.9821973,D,2,5327,1084,-2008,-2905,9865,12793,N,,
1635313232.0716982,D,2,5450,-53,-1615,-4219,10236,12756,N,,
1635313232.1612797,D,2,5368,-472,-472,-5625,10368,12823,N,,
1635313232.386274,D,2,3775,1226,1289,-6410,9978,13202,N,,
1635313232.3866076,D,2,2599,3624,4077,-6494,9316,13655,N,,
1635313232.5213475,D,2,3459,5699,6375,-6277,9238,13557,N,,
1635313232.656359,D,2,2558,7521,5606,-6961,9674,13705,N,,
1635313232.7012744,D,2,1730,8836,3658,-8180,10269,14047,N,,
1635313232.7912757,D,2,1656,7609,2820,-9219,10970,14081,N,,
1635313232.9262834,D,2,2990,2033,3777,-9796,11552,13811,N,,
1635313233.0612707,D,2,4528,-911,3282,-9694,11632,13598,N,,
1635313233.1061819,D,2,5782,-1256,2405,-9191,11321,13573,N,,
1635313233.196292,D,2,6572,-758,1424,-8591,10867,13607,N,,
1635313233.3762903,D,2,6293,688,1113,-7838,10249,13657,N,,
1635313233.4212642,D,2,5148,2687,1976,-6870,9583,13557,N,,
1635313233.5112338,D,2,4517,4853,3987,-6094,9161,13323,N,,
1635313233.6467795,D,2,2937,6362,5423,-5100,9291,12523,N,,
1635313233.6912913,D,2,1605,6185,5937,-4090,9636,11741,N,,
1635313233.7812634,D,2,1510,3759,5072,-2079,9661,11155,N,,
1635313233.8712528,D,2,756,1158,3076,152,9186,11082,N,,
1635313234.0512636,D,2,2559,2445,-246,-21,8720,11829,N,,
1635313234.1412592,D,2,4535,1735,-1673,-293,8772,12006,N,,
1635313234.1861827,D,2,5870,79,-1915,-790,9036,11928,N,,
1635313234.321285,D,2,6573,-993,-1568,-1554,9324,11804,N,,
1635313234.411254,D,2,6529,-1521,-630,-2600,9530,11727,N,,
1635313234.5012379,D,2,5590,-893,645,-3750,9438,11951,N,,
1635313234.5912545,D,2,3421,1132,2134,-4285,8840,12517,N,,
1635313234.6812296,D,2,3314,3336,5139,-4358,8350,12867,N,,
1635313234.7712507,D,2,3127,5469,5691,-4679,8499,12966,N,,
1635313234.8612497,D,2,1610,7281,4197,-5743,9046,13227,N,,
1635313234.9963129,D,2,567,8021,2610,-6873,9783,13281,N,,
1635313235.0861914,D,2,1040,4766,2189,-7850,10573,13054,N,,
1635313235.176188,D,2,2915,-337,2369,-8405,11014,12882,N,,
1635313235.3111897,D,2,4593,-1934,2074,-8239,10898,12871,N,,
1635313235.4012506,D,2,5942,-1511,1640,-7764,10518,12959,N,,
1635313235.4912481,D,2,6363,-355,1205,-7177,9989,13116,N,,
1635313235.6263022,D,2,5642,1257,1049,-6394,9298,13245,N,,
1635313235.8511872,D,2,4550,3577,1602,-5503,8635,13162,N,,
1635313235.8515582,D,2,3571,4808,3238,-4368,8408,12526,N,,
1635313235.8961694,D,2,1907,5441,4551,-3630,8692,11779,N,,
1635313235.986152,D,2,1069,5204,4814,-2542,8951,11086,N,,
1635313236.2112026,D,2,729,1818,3635,-173,8733,10581,N,,
1635313236.2116017,D,2,193,1416,1764,1481,8092,10788,N,,
1635313236.3461657,D,2,3060,2294,-1267,1064,7837,11411,N,,
1635313236.3911636,D,2,4929,347,-2058,875,8064,11330,N,,
1635313236.481162,D,2,6105,-888,-2020,213,8322,11295,N,,
1635313236.6161613,D,2,6388,-1725,-1447,-725,8552,11269,N,,
1635313236.7065806,D,2,5864,-1226,-504,-2057,8476,11625,N,,
1635313236.7961586,D,2,3865,960,817,-2779,7897,12266,N,,
1635313236.9311688,D,2,3397,3219,3961,-2772,7302,12653,N,,
1635313236.9762807,D,2,3744,5101,4752,-2904,7387,12688,N,,
1635313237.1111362,D,2,2807,6601,3290,-3782,7847,12934,N,,
1635313237.2014928,D,2,1554,8014,1240,-5170,8449,13281,N,,
1635313237.3362267,D,2,840,6826,1191,-6213,9196,13129,N,jamesbond,0.993136161743695
1635313237.4712243,D,2,1630,1484,2431,-6776,9831,12689,N,,
1635313237.5162246,D,2,3666,-1698,2486,-6947,9983,12580,N,,
1635313237.6961658,D,2,5301,-2230,2000,-6708,9787,12646,N,,
1635313237.6966276,D,2,6570,-1913,1479,-6476,9502,12819,N,,
1635313237.786589,D,2,7526,-1151,989,-6185,9100,13061,N,,
1635313237.876163,D,2,7370,599,642,-5689,8513,13301,N,,
1635313237.9661558,D,2,6458,2099,951,-4973,7914,13327,N,,
1635313238.101163,D,2,5687,2476,1005,-4338,7500,13226,N,,
1635313238.2361631,D,2,5109,1887,958,-4000,7301,13158,N,,
1635313238.2811463,D,2,4683,1137,782,-4011,7280,13177,N,,
1635313238.3711581,D,2,4320,385,480,-4171,7383,13203,N,,
1635313238.5061595,D,2,4054,-228,167,-4349,7505,13230,N,,
1635313238.5962632,D,2,3884,-731,-74,-4483,7601,13247,N,,
1635313238.7312548,D,2,3792,-1031,-243,-4558,7660,13255,N,,
1635313238.911263,D,2,3717,-1184,-356,-4577,7685,13252,N,,
1635313239.001136,D,2,3671,-1256,-387,-4597,7699,13259,N,,
1635313239.0021477,D,2,3626,-1287,-409,-4616,7712,13265,N,,
1635313239.0911493,D,2,3562,-1315,-441,-4640,7736,13265,N,,
1635313239.2712574,D,2,3505,-1375,-470,-4685,7774,13269,N,,
1635313239.3162587,D,2,3451,-1452,-496,-4739,7817,13275,N,,
1635313239.4062567,D,2,3390,-1533,-527,-4790,7861,13279,N,,
1635313239.586258,D,2,3343,-1578,-549,-4837,7899,13284,N,,
1635313239.5871441,D,2,3324,-1589,-548,-4884,7933,13293,N,,
1635313239.7212086,D,2,3299,-1579,-534,-4932,7968,13301,N,,
1635313239.9022014,D,2,3278,-1555,-527,-4979,8002,13310,N,,
1635313239.9026718,D,2,3253,-1548,-502,-5027,8038,13317,N,,
1635313239.9912522,D,2,3233,-1544,-491,-5078,8075,13325,N,,
1635313240.0812325,D,2,3207,-1546,-500,-5129,8113,13332,N,,
1635313240.2611465,D,2,3193,-1545,-494,-5175,8148,13339,N,,
1635313240.3061411,D,2,3168,-1536,-482,-5222,8181,13347,N,,
1635313240.3961465,D,2,3148,-1523,-472,-5272,8215,13358,N,,
1635313240.4861832,D,2,3124,-1506,-461,-5319,8248,13367,N,,
1635313240.6211298,D,2,3103,-1489,-448,-5367,8282,13375,N,,
1635313240.666142,D,2,3081,-1470,-434,-5418,8316,13385,N,,
1635313240.8011408,D,2,3060,-1473,-429,-5468,8351,13393,N,,
1635313240.9811394,D,2,3035,-1475,-421,-5517,8385,13402,N,,
1635313240.982131,D,2,3015,-1467,-410,-5565,8417,13411,N,,
1635313249.8477364,D,2,7266,-485,1453,-8804,11408,13625,S,,
1635313249.8921175,D,2,7165,261,2342,-8411,11199,13401,N,,
1635313249.8924537,D,2,6458,1392,3432,-7929,10904,13191,N,,
1635313249.981476,D,2,5752,2152,4710,-7437,10650,12970,N,,
1635313250.2071095,D,2,5391,2646,6072,-6959,10530,12696,N,,
1635313250.208045,D,2,4398,2905,6890,-6619,10519,12527,N,,
1635313250.2965183,D,2,3568,2751,6642,-6796,10633,12659,N,,
1635313250.3865242,D,2,3742,2368,5600,-7265,10831,12907,N,,
1635313250.521519,D,2,4881,1739,4115,-7851,11073,13155,N,,
1635313250.6115217,D,2,5918,908,2708,-8305,11271,13323,N,,
1635313250.7015233,D,2,6705,202,1776,-8416,11347,13323,N,,
1635313250.836468,D,2,7320,189,2026,-8209,11295,13166,N,,
1635313250.9714634,D,2,7645,613,2746,-7946,11144,13003,N,,
1635313251.0164616,D,2,7402,1314,4096,-7421,10922,12713,N,,
1635313251.0614932,D,2,6961,2046,5213,-7002,10731,12501,N,,
1635313251.2864745,D,2,6676,2660,6260,-6636,10633,12298,N,,
1635313251.3764646,D,2,6247,3012,6847,-6579,10685,12238,N,,
1635313251.4215176,D,2,5976,2994,6759,-6694,10771,12316,N,,
1635313251.5565217,D,2,5949,2933,5963,-6903,10908,12428,N,,
1635313251.6015148,D,2,6524,2281,4703,-7391,11179,12563,N,,
1635313251.7365186,D,2,7089,1057,3098,-7863,11458,12671,N,,
1635313251.8265123,D,2,7533,-26,1615,-8210,11584,12803,N,,
1635313251.9615114,D,2,7913,-104,1455,-8044,11510,12701,N,,
1635313252.0965097,D,2,8107,404,2146,-7719,11306,12556,N,,
1635313252.0970054,D,2,7828,1274,3115,-7352,11066,12394,N,,
1635313252.2320898,D,2,7649,2083,4920,-6874,10852,12143,N,,
1635313252.3214452,D,2,7234,2807,6479,-6468,10686,11946,N,,
1635313252.4564505,D,2,6597,3432,6899,-6330,10676,11883,N,,
1635313252.5015056,D,2,6158,3672,6624,-6505,10822,11937,N,,
1635313252.5915122,D,2,6461,3228,5571,-6857,11054,12035,N,,
1635313252.81645,D,2,7056,2383,4078,-7263,11315,12129,N,,
1635313252.8614504,D,2,7494,1197,2679,-7521,11520,12156,N,,
1635313252.9064496,D,2,7840,281,1589,-7601,11598,12141,N,,
1635313252.9964464,D,2,8130,160,1610,-7379,11548,11956,N,,
1635313253.0864487,D,2,8369,269,1824,-7192,11436,11794,N,,
1635313253.3570158,D,2,7387,1384,4457,-6547,10994,11437,N,,
1635313253.401444,D,2,7021,2206,6307,-6144,10829,11225,N,,
1635313253.4914422,D,2,6477,2980,7184,-6046,10826,11177,N,,
1635313253.5814998,D,2,6032,3337,6852,-6241,10953,11263,N,,
1635313253.7164886,D,2,6228,3239,5726,-6613,11185,11366,N,,
1635313253.8064914,D,2,6835,2283,4056,-7044,11456,11456,N,,
1635313253.8964946,D,2,7318,1079,2676,-7380,11667,11515,N,,
1635313253.9864886,D,2,7693,280,1524,-7591,11765,11553,N,,
1635313254.121491,D,2,8014,96,1077,-7498,11695,11504,N,,
1635313254.1664886,D,2,8105,485,1806,-7224,11477,11424,N,,
1635313254.3014371,D,2,7722,1416,2996,-6832,11193,11306,N,,
1635313254.3914356,D,2,7321,2318,4777,-6377,10935,11140,N,,
1635313254.6164465,D,2,7072,3170,6083,-6063,10799,11020,N,,
1635313254.6614275,D,2,6594,3791,6398,-6007,10826,10989,N,,
