timestamp,packet_type,dancer_id,Ax,Ay,Az,Rx,Ry,Rz,start_flag,prediction,confidence
1635313254.7064314,D,2,6267,3776,6266,-6153,10953,11027,N,,
1635313254.8414242,D,2,6440,3460,5416,-6495,11167,11112,N,,
1635313254.9764311,D,2,7034,2636,3960,-6911,11428,11183,N,,
1635313255.0214303,D,2,7460,1425,2474,-7224,11658,11200,N,,
1635313255.111477,D,2,7795,459,1089,-7440,11767,11230,N,,
1635313255.2015417,D,2,8091,244,698,-7289,11692,11138,N,,
1635313255.517501,D,2,8020,823,1439,-6997,11476,11017,N,,
1635313255.5179932,D,2,7490,1631,2786,-6617,11205,10866,N,,
1635313255.5184493,D,2,7110,2441,4512,-6225,10958,10707,N,,
1635313255.6064932,D,2,6786,3553,6040,-5945,10829,10580,N,,
1635313255.6964793,D,2,6251,3965,6495,-5924,10852,10564,N,,
1635313255.786481,D,2,5812,3864,6214,-6038,10997,10577,N,,
1635313255.921473,D,2,6063,3330,5183,-6336,11226,10641,N,,
1635313256.0564728,D,2,6755,2475,3692,-6739,11478,10729,N,,
1635313256.101471,D,2,7252,1455,1872,-6998,11706,10712,N,,
1635313256.236419,D,2,7648,824,1135,-7044,11786,10634,N,,
1635313256.3264112,D,2,7975,542,1190,-7009,11727,10556,N,,
1635313256.4164112,D,2,8170,649,1769,-6888,11556,10523,N,,
1635313256.506409,D,2,7760,1334,2732,-6591,11283,10478,N,,
1635313256.5964158,D,2,7120,2149,4342,-6070,11010,10282,N,,
1635313256.6863992,D,2,6643,2798,6051,-5676,10876,10051,N,,
1635313256.7763932,D,2,6089,2828,6890,-5595,10916,9978,N,,
1635313256.9114065,D,2,5795,2910,6728,-5723,11036,10057,N,,
1635313257.0014145,D,2,6075,2700,5720,-6087,11234,10221,N,,
1635313257.0914636,D,2,6764,2100,4006,-6533,11484,10359,N,,
1635313257.1814091,D,2,7259,1261,2450,-6899,11710,10411,N,,
1635313257.2714639,D,2,7634,417,1105,-7115,11848,10385,N,,
1635313257.4064646,D,2,7944,0,914,-7006,11840,10210,N,,
1635313257.4970424,D,2,8201,-44,1566,-6839,11739,10028,N,,
1635313257.6314592,D,2,7690,356,2030,-6680,11532,9955,N,,
1635313257.7214546,D,2,6346,1169,2817,-6385,11166,10019,N,jamesbond,0.993136161743695
1635313257.9014516,D,2,4989,2278,3425,-6138,10720,10302,N,,
1635313258.0813966,D,2,3599,2345,2568,-5773,10247,10602,N,,
1635313258.1263955,D,2,3194,1916,1758,-5815,10222,10670,N,,
1635313258.2164998,D,2,2908,1418,913,-6085,10251,10855,N,,
1635313258.3514981,D,2,2578,1054,245,-6210,10302,10909,N,,
1635313258.4415,D,2,2391,728,-201,-6322,10363,10929,N,,
1635313258.5314865,D,2,2257,454,-480,-6392,10411,10937,N,,
1635313258.6214867,D,2,2145,282,-667,-6451,10435,10977,N,,
1635313258.8015015,D,2,2098,243,-781,-6525,10448,11044,N,,
1635313258.8464882,D,2,2126,243,-867,-6564,10450,11103,N,,
1635313258.891501,D,2,2089,251,-958,-6587,10442,11161,N,,
1635313259.0270255,D,2,2040,253,-987,-6629,10450,11208,N,,
1635313259.1164951,D,2,2015,204,-1000,-6683,10475,11232,N,,
1635313259.2064812,D,2,1988,151,-1003,-6726,10496,11253,N,,
1635313259.2964935,D,2,1951,111,-993,-6767,10518,11274,N,,
1635313259.3864856,D,2,1921,96,-999,-6806,10536,11301,N,,
1635313259.5213907,D,2,1915,120,-1006,-6854,10557,11330,N,,
1635313259.611487,D,2,1924,128,-1012,-6899,10576,11359,N,,
1635313259.7013824,D,2,1915,142,-998,-6941,10592,11388,N,,
1635313259.8364885,D,2,1920,146,-958,-6976,10607,11415,N,,
1635313259.8814874,D,2,1911,153,-934,-7009,10618,11442,N,,
1635313260.0170238,D,2,1910,163,-923,-7046,10633,11470,N,,
1635313260.1964767,D,2,1910,168,-915,-7090,10649,11501,N,,
1635313260.1974058,D,2,1898,172,-895,-7128,10663,11529,N,,
1635313260.28634,D,2,1893,168,-881,-7164,10676,11553,N,,
1635313260.3765182,D,2,1884,163,-866,-7198,10690,11579,N,,
1635313260.556354,D,2,1884,165,-859,-7232,10702,11606,N,,
1635313260.6913364,D,2,1871,169,-858,-7260,10714,11629,N,,
1635313260.78132,D,2,1855,173,-854,-7294,10726,11655,N,,
1635313260.8713295,D,2,1849,162,-848,-7329,10741,11680,N,,
1635313263.8018415,D,2,5335,5275,-2,-9512,12378,10761,S,,
1635313263.9319518,D,2,6161,6220,987,-9649,12573,10165,N,,
1635313263.9322765,D,2,6730,5785,752,-9893,12883,9186,N,,
1635313264.021888,D,2,7174,4021,376,-10002,13020,8681,N,,
1635313264.1568935,D,2,6741,3857,329,-9742,12823,9042,N,,
1635313264.2469087,D,2,6124,5122,1597,-9624,12702,9152,N,,
1635313264.3369153,D,2,6728,4087,1883,-9796,12879,8651,N,,
1635313264.5169113,D,2,7202,2936,1838,-9876,12886,8726,N,,
1635313264.6069083,D,2,7608,2654,1614,-9698,12638,9536,N,,
1635313264.6074872,D,2,7972,4654,1588,-9518,12229,10762,N,,
1635313264.7419114,D,2,8174,6898,2654,-9599,12182,11206,N,,
1635313264.8319182,D,2,8245,6000,2548,-9509,12424,10926,N,,
1635313265.0119166,D,2,8343,3570,2274,-8981,12439,10944,N,,
1635313265.1019151,D,2,8510,3237,1237,-8586,12105,11618,N,,
1635313265.1469624,D,2,8350,4885,1165,-8301,11810,11952,N,,
1635313265.3269649,D,2,8416,4148,968,-8732,12301,11153,N,,
1635313265.4169788,D,2,8426,2617,1764,-9265,12509,10793,N,,
1635313265.5969155,D,2,8495,2483,1831,-9489,12423,10879,N,,
1635313265.5979016,D,2,8605,4109,1767,-9334,12158,11053,N,,
1635313265.6869643,D,2,8652,6655,2276,-9279,12078,10902,N,,
1635313265.8219712,D,2,8574,7264,1963,-9452,12430,9891,N,,
1635313265.9119244,D,2,8502,5171,1410,-9679,12774,8897,N,,
1635313266.0019646,D,2,8035,3943,703,-9514,12660,9214,N,,
1635313266.136962,D,2,6914,4180,1351,-9036,12322,9688,N,,
1635313266.2269018,D,2,6774,4563,2020,-9112,12420,9397,N,,
1635313266.3168879,D,2,7219,3990,2197,-9325,12603,9015,N,,
1635313266.4070022,D,2,7585,2983,2006,-9316,12585,9131,N,,
1635313266.676888,D,2,7920,2689,1644,-9130,12320,9926,N,,
1635313266.721883,D,2,8112,4396,1398,-8947,11882,11063,N,,
1635313266.722441,D,2,8131,6636,2686,-9037,11701,11741,N,,
1635313266.8118815,D,2,8260,6579,3131,-8984,11890,11617,N,,
1635313266.902081,D,2,8364,4205,2876,-8633,12002,11541,N,,
1635313267.0818813,D,2,8443,3655,1381,-8327,11727,12066,N,,
1635313267.12688,D,2,8145,4393,1233,-8129,11421,12442,N,,
1635313267.216882,D,2,8303,4612,1306,-8235,11571,12267,N,,
1635313267.351878,D,2,8355,4449,1336,-8577,11892,11902,N,,
1635313267.4418776,D,2,8374,3064,1655,-9031,12211,11448,N,,
1635313267.6218774,D,2,8445,1891,1567,-9395,12254,11367,N,,
1635313267.6669936,D,2,8609,3608,1152,-9404,11899,11802,N,,
1635313267.8018777,D,2,8570,6169,2480,-9194,11748,11593,N,,
1635313267.846873,D,2,8527,6782,1889,-9299,12117,10619,N,,
1635313267.9368708,D,2,8473,5143,1402,-9450,12492,9699,N,,
1635313268.0268707,D,2,8110,4257,497,-9370,12414,9931,N,,
1635313268.117291,D,2,7067,4358,1108,-8931,12112,10220,N,,
1635313268.2068703,D,2,7235,4512,2034,-9017,12194,10017,N,,
1635313268.2968705,D,2,7573,3896,2071,-9091,12369,9612,N,,
1635313268.431868,D,2,7853,2904,1467,-9194,12384,9762,N,,
1635313268.566867,D,2,8140,2944,1254,-9139,12102,10600,N,,
1635313268.701869,D,2,8447,4785,1263,-8893,11602,11627,N,,
1635313268.746865,D,2,8398,6820,3082,-8982,11529,12045,N,,
1635313268.7918656,D,2,8452,6259,2836,-8927,11769,11920,N,,
1635313268.9269843,D,2,8544,3943,2249,-8521,11785,11982,N,,
1635313269.017406,D,2,8711,3218,735,-8332,11490,12520,N,,
1635313269.1974003,D,2,8502,4280,924,-8149,11196,12808,N,,
1635313269.2419796,D,2,8573,4973,912,-8241,11380,12584,N,,
1635313269.2869875,D,2,8547,4177,855,-8539,11758,12134,N,,
1635313269.466861,D,2,8528,2469,1272,-9039,12059,11758,N,,
1635313269.6018565,D,2,8612,1730,1368,-9303,11959,11867,N,,
1635313269.6918602,D,2,8535,4327,1511,-9137,11570,12142,N,,
1635313269.6924176,D,2,8534,6842,2203,-9041,11676,11626,N,,
1635313269.7818522,D,2,8469,6449,1269,-9227,12167,10584,N,,
1635313269.9168522,D,2,8456,4407,828,-9367,12439,10045,N,,
1635313270.00686,D,2,8023,3554,469,-9198,12240,10443,N,,
1635313270.1418476,D,2,7276,4490,1306,-9051,11997,10813,N,,
1635313270.2768521,D,2,7089,4244,1614,-9021,12197,10256,N,,
1635313270.32185,D,2,7471,3052,1317,-9183,12352,9974,N,,
1635313270.4118474,D,2,7829,1898,1340,-9144,12183,10381,N,,
1635313270.5918493,D,2,8084,3557,1552,-8919,11644,11451,N,,
1635313270.6818454,D,2,7835,5992,3539,-8916,11465,11924,N,,
1635313270.726846,D,2,8054,6178,3272,-8912,11671,11838,N,,
1635313270.8168442,D,2,8235,3716,2906,-8439,11765,11661,N,,
1635313270.906844,D,2,8486,2204,2204,-7879,11472,12015,N,,
1635313271.1322641,D,2,8122,3286,886,-7775,11044,12646,N,,
1635313271.132821,D,2,8418,3926,1153,-7740,10919,12768,N,,
1635313271.2218413,D,2,8485,4655,764,-7932,11238,12450,N,,
1635313271.3118446,D,2,8484,3122,1166,-8308,11639,11924,N,,
1635313271.4018419,D,2,8547,1614,2018,-8758,11754,11741,N,,
1635313271.5368412,D,2,8586,1591,2381,-8643,11449,11929,N,,
1635313271.626839,D,2,7524,2199,2259,-8220,10953,12256,N,,
1635313271.7168367,D,2,4696,2484,1988,-7718,10418,12589,N,jamesbond,0.993136161743695
1635313271.806832,D,2,3612,2350,1343,-7258,10092,12648,N,,
1635313271.896838,D,2,3199,1714,761,-7222,10073,12651,N,,
1635313272.0768316,D,2,2958,1198,419,-7428,10105,12797,N,,
1635313272.121799,D,2,2723,900,199,-7666,10134,12971,N,,
1635313272.392269,D,2,2520,589,156,-7750,10182,12985,N,,
1635313272.3938453,D,2,2446,280,114,-7814,10232,12980,N,,
1635313272.3943136,D,2,2399,104,34,-7883,10251,13026,N,,
1635313272.5268466,D,2,2307,24,-58,-7917,10247,13073,N,,
1635313272.797264,D,2,2258,-18,-116,-7947,10244,13111,N,,
1635313272.841822,D,2,2226,-39,-139,-7978,10247,13143,N,,
1635313272.8428397,D,2,2194,-49,-135,-7994,10254,13150,N,,
1635313272.8868418,D,2,2161,-73,-121,-8010,10270,13151,N,,
1635313273.1122737,D,2,2121,-119,-142,-8032,10296,13144,N,,
1635313273.113258,D,2,2104,-165,-191,-8060,10323,13143,N,,
1635313273.202258,D,2,2076,-207,-236,-8085,10347,13143,N,,
1635313273.4268363,D,2,2061,-237,-237,-8114,10368,13148,N,,
1635313273.5168326,D,2,2057,-251,-212,-8134,10382,13154,N,,
1635313273.5618324,D,2,2054,-243,-199,-8157,10392,13166,N,,
1635313273.6522553,D,2,2039,-225,-185,-8182,10403,13183,N,,
1635313273.786834,D,2,2038,-201,-173,-8212,10415,13200,N,,
1635313273.831834,D,2,2036,-175,-160,-8242,10429,13216,N,,
1635313273.9218874,D,2,2030,-166,-139,-8272,10446,13227,N,,
1635313274.0118327,D,2,2028,-165,-135,-8302,10463,13238,N,,
1635313274.1468868,D,2,2017,-162,-138,-8334,10481,13251,N,,
1635313274.2368858,D,2,2006,-172,-139,-8362,10499,13258,N,,
1635313274.3272517,D,2,1998,-187,-120,-8393,10515,13270,N,,
1635313274.4168286,D,2,1986,-187,-108,-8418,10528,13282,N,,
1635313274.5068855,D,2,1979,-176,-74,-8441,10537,13295,N,,
1635313274.641828,D,2,1973,-153,-61,-8459,10546,13305,N,,
1635313279.5930736,D,2,-909,5140,3323,-8922,11581,12575,S,,
1635313279.5938275,D,2,-836,3979,4299,-7913,11842,11710,N,,
1635313279.681877,D,2,-1479,668,4544,-5098,11393,11322,N,,
1635313279.8621972,D,2,-1371,2480,1563,-4263,10578,12110,N,,
1635313279.9517727,D,2,1509,3128,-1586,-4447,10419,12536,N,,
1635313280.0417714,D,2,3487,1588,-2286,-4950,10642,12514,N,,
1635313280.13177,D,2,4484,529,-1944,-5475,10947,12251,N,,
1635313280.3567686,D,2,4712,-72,-917,-6403,11180,12018,N,,
1635313280.357765,D,2,3742,1008,476,-7164,11048,12100,N,,
1635313280.4471877,D,2,1638,3079,2434,-7261,10527,12485,N,,
1635313280.536768,D,2,1753,4931,5749,-6996,10135,12591,N,,
1635313280.6268203,D,2,1900,6309,7281,-7021,10278,12475,N,,
1635313280.7618198,D,2,653,8190,6521,-7728,10719,12672,N,,
1635313280.8068209,D,2,-516,9798,3754,-8943,11371,12959,N,,
1635313280.9422324,D,2,-640,5861,3328,-10097,12201,12709,N,,
1635313281.0318167,D,2,898,757,3695,-10732,12625,12551,N,,
1635313281.1667607,D,2,2966,-965,2559,-10633,12500,12697,N,,
1635313281.2118175,D,2,4278,-789,1584,-10126,12066,12930,N,,
1635313281.3018365,D,2,4446,900,1190,-9392,11388,13190,N,,
1635313281.4368184,D,2,3576,3358,2004,-8371,10560,13251,N,,
1635313281.5268126,D,2,3123,5506,4427,-7325,10085,12775,N,,
1635313281.6168158,D,2,2103,7065,6486,-6535,10221,11911,N,,
1635313281.7068112,D,2,2283,6622,6234,-5345,10421,11084,N,,
1635313281.8418045,D,2,1051,1840,5496,-2828,10101,10572,N,,
1635313281.9318104,D,2,-690,1466,2225,-1766,9320,11225,N,,
1635313282.0667944,D,2,2211,2305,-1360,-2438,9081,12001,N,,
1635313282.1118321,D,2,4169,812,-1870,-2743,9257,12018,N,,
1635313282.2918065,D,2,5539,-116,-2000,-2796,9496,11781,N,,
1635313282.2927473,D,2,5857,-989,-2307,-3509,9919,11581,N,,
1635313282.4268034,D,2,6243,-1107,-1841,-5077,10112,11797,N,,
1635313282.5168028,D,2,4041,1321,-349,-5960,9668,12426,N,,
1635313282.6068063,D,2,1701,3381,3127,-5662,8859,12872,N,,
1635313282.8318012,D,2,1849,4928,6103,-5423,8595,12943,N,,
1635313282.8767986,D,2,785,6776,5638,-6284,8966,13329,N,,
1635313282.9672236,D,2,-447,8401,3393,-7587,9646,13717,N,,
1635313283.1477983,D,2,-1053,6910,2828,-8621,10448,13647,N,,
1635313283.148116,D,2,558,1019,3672,-9347,11077,13453,N,,
1635313283.2367969,D,2,2758,-315,3022,-9563,11226,13426,N,,
1635313283.3267984,D,2,4402,-1326,2484,-9617,11258,13438,N,,
1635313283.4167924,D,2,5335,-3530,2719,-9392,11216,13226,N,,
1635313283.6427398,D,2,4817,-3777,2742,-8591,10773,13027,N,,
1635313283.6437461,D,2,2686,-1458,930,-7497,9883,13166,N,,
1635313283.7317948,D,2,468,1456,1628,-6213,8840,13129,N,,
1635313283.8217924,D,2,-1081,3210,4657,-4914,8636,12143,N,,
1635313283.911797,D,2,-3200,4421,6373,-4596,9141,11317,N,,
1635313284.1377325,D,2,-2242,3597,5075,-3157,9317,10561,N,,
1635313284.1817622,D,2,-3511,883,3772,-769,8800,10291,N,,
1635313284.226732,D,2,-546,2568,260,-612,8244,10991,N,,
1635313284.3177302,D,2,2314,1865,-1623,-680,8306,11155,N,,
1635313284.406796,D,2,4366,107,-1775,-796,8443,11065,N,,
1635313284.542151,D,2,5064,-1274,-3748,-865,8733,10728,N,,
1635313284.6317415,D,2,4127,-2089,-4741,-1707,8979,10543,N,,
1635313284.722729,D,2,721,-762,-3799,-2756,8599,11084,N,,
1635313284.812726,D,2,-1271,1903,620,-2559,7780,11427,N,,
1635313284.9467397,D,2,-601,4295,2743,-2630,7866,11185,N,,
1635313285.0367045,D,2,-1900,6434,1693,-3352,8384,11038,N,,
1635313285.172142,D,2,-5907,8324,-255,-4435,9191,10635,N,,
1635313285.2171154,D,2,-7258,3129,-1594,-4879,9982,9509,N,,
1635313285.3071427,D,2,-3309,-360,-1463,-5099,10176,9254,N,,
1635313285.4421403,D,2,95,-366,-824,-5066,10105,9386,N,,
1635313285.5321417,D,2,2557,-938,-613,-5090,10144,9360,N,,
1635313285.6221411,D,2,4349,-1525,-435,-5157,10213,9286,N,,
1635313285.7121382,D,2,5664,-2570,70,-5198,10267,9233,N,,
1635313285.8471367,D,2,5564,-4091,1168,-4779,10116,9252,N,,
1635313285.8921363,D,2,4469,-2948,-825,-4160,9575,9861,N,,
1635313286.027138,D,2,2945,434,-2265,-3489,8706,10708,N,,
1635313286.162135,D,2,3658,3184,-479,-2746,8194,10620,N,,
1635313286.2521348,D,2,2333,5386,2247,-2025,8305,9673,N,,
1635313286.4321313,D,2,1377,6311,2759,-1350,8618,8707,N,,
1635313286.4326808,D,2,943,2250,2327,515,8590,7888,N,,
1635313286.5221305,D,2,-1827,2492,950,2400,7946,8024,N,,
1635313286.65712,D,2,1581,2909,-2307,2377,7723,8692,N,,
1635313286.792128,D,2,3924,998,-1958,2339,7838,8670,N,,
1635313286.9271271,D,2,5630,-669,-2472,2433,7948,8497,N,,
1635313286.9276798,D,2,6381,-1869,-4611,2315,8175,8168,N,,
1635313287.0171156,D,2,6255,-2316,-5164,1438,8240,8255,N,,
1635313287.1971319,D,2,4471,348,-2992,650,7772,9003,N,,
1635313287.332762,D,2,2335,2589,87,584,7116,9476,N,,
1635313287.3770978,D,2,2620,3421,2199,697,6884,9405,N,,
1635313287.422122,D,2,2712,4778,3064,373,7081,9366,N,jamesbond,0.9917258251874389
1635313287.5121226,D,2,-555,6796,926,-797,7718,9407,N,,
1635313287.7372499,D,2,-3819,-307,-1259,-2351,9012,7930,N,,
1635313287.8272562,D,2,-199,-716,-1292,-2548,9082,8007,N,,
1635313287.9622886,D,2,2456,-1281,-1423,-2580,9140,8001,N,,
1635313288.0076776,D,2,4401,-2247,-1383,-2657,9195,7975,N,,
1635313288.0972545,D,2,5714,-3242,-1711,-2534,9113,8035,N,,
1635313288.2322485,D,2,6007,-2682,-2320,-2359,8754,8571,N,,
1635313288.3222473,D,2,5082,635,-1794,-1645,8068,9087,N,,
1635313288.4572484,D,2,3267,2119,-264,-1274,7386,9540,N,,
1635313288.5922456,D,2,3413,2286,-163,-940,7001,9774,N,,
1635313288.5927339,D,2,3556,1949,-385,-959,6914,9903,N,,
1635313288.7721093,D,2,3476,887,-733,-1097,7020,9915,N,,
1635313288.8172216,D,2,3418,170,-1198,-1351,7169,9972,N,,
1635313288.9071658,D,2,3394,-476,-1522,-1466,7300,9932,N,,
1635313289.0871623,D,2,3456,-816,-1724,-1527,7378,9914,N,,
1635313289.0876749,D,2,3527,-948,-1824,-1550,7410,9929,N,,
1635313289.2671647,D,2,3542,-972,-1837,-1558,7420,9959,N,,
1635313289.3571613,D,2,3554,-952,-1872,-1588,7444,9989,N,,
1635313289.5377383,D,2,3575,-946,-1917,-1644,7486,10016,N,,
1635313289.582157,D,2,3548,-985,-1932,-1712,7538,10035,N,,
1635313289.6276767,D,2,3521,-1052,-1931,-1784,7594,10052,N,,
1635313289.7621584,D,2,3487,-1113,-1919,-1840,7641,10064,N,,
1635313289.9421551,D,2,3487,-1141,-1885,-1873,7677,10075,N,,
1635313289.987232,D,2,3474,-1117,-1873,-1911,7711,10097,N,,
1635313290.032154,D,2,3455,-1098,-1893,-1963,7751,10124,N,,
1635313290.1221507,D,2,3446,-1091,-1903,-2015,7793,10144,N,,
1635313290.2121508,D,2,3415,-1094,-1889,-2070,7835,10163,N,,
1635313290.3920977,D,2,3398,-1106,-1866,-2123,7878,10180,N,,
1635313290.4372146,D,2,3350,-1115,-1835,-2170,7918,10194,N,,
1635313290.5281425,D,2,3332,-1121,-1806,-2222,7958,10213,N,,
1635313290.6172168,D,2,3318,-1111,-1794,-2269,7997,10233,N,,
1635313290.7971258,D,2,3283,-1086,-1754,-2321,8036,10254,N,,
1635313290.842064,D,2,3294,-1072,-1731,-2384,8078,10280,N,,
1635313290.9320881,D,2,3271,-1039,-1726,-2436,8116,10301,N,,
1635313291.022084,D,2,3249,-1026,-1698,-2488,8157,10318,N,,
1635313291.1120722,D,2,3226,-1004,-1662,-2543,8196,10335,N,,
1635313291.2471235,D,2,3208,-972,-1638,-2592,8234,10351,N,,
